No,Company,Employees,OutputVat,InputVat,Netvat,Sector,Industry,Year,,,,,,,,
275,Praxair,265,1053400,903400,150000,Chemicals,Chemicals,2017,,,,,,,,
276,Universal Health Services,709,1050800,980560,70240,Health Care,Health Care: Medical Facilities,2017,,,,,,,,
277,Discover Financial Services,155,1049700,810400,239300,Financials,Commercial Banks,2017,,,,,,,,
278,Occidental Petroleum,110,1039800,1097200,-57400,Energy,"Mining, Crude-Oil Production",2017,,,,,,,,
279,United States Steel,298,1026100,1070100,-44000,Materials,Metals,2017,,,,,,,,
280,Sempra Energy,166,1018300,881300,137000,Energy,Utilities: Gas and Electric,2017,,,,,,,,
281,Baxter International,480,1016300,519800,496500,Health Care,Medical Products and Equipment,2017,,,,,,,,
282,W.W. Grainger,250,1013700,953110,60590,Wholesalers,Wholesalers: Diversified,2017,,,,,,,,
283,Autoliv,659,1007400,950690,56710,Motor Vehicles & Parts,Motor Vehicles and Parts,2017,,,,,,,,
284,Norfolk Southern,279,988800,822000,166800,Transportation,Railroads,2017,,,,,,,,
285,Baker Hughes,330,984100,1257900,-273800,Energy,"Oil and Gas Equipment, Services",2017,,,,,,,,
286,Ally Financial,76,983500,876800,106700,Financials,Diversified Financials,2017,,,,,,,,
287,Sonic Automotive,98,973200,963880,9320,Retailing,"Automotive Retailing, Services",2017,,,,,,,,
288,Owens & Minor,79,972300,961420,10880,Wholesalers,Wholesalers: Health Care,2017,,,,,,,,
289,Huntsman,150,965700,933100,32600,Chemicals,Chemicals,2017,,,,,,,,
290,Laboratory Corp. of America,520,964200,890990,73210,Health Care,Health Care: Pharmacy and Other Services,2017,,,,,,,,
291,Murphy USA,66,963300,941150,22150,Retailing,Specialty Retailers: Other,2017,,,,,,,,
292,Advance Auto Parts,575,956800,910840,45960,Retailing,Specialty Retailers: Other,2017,,,,,,,,
293,Fidelity National Financial,552,955400,890400,65000,Financials,Insurance: Property and Casualty (Stock),2017,,,,,,,,
294,Air Products & Chemicals,185,952400,889290,63110,Chemicals,Chemicals,2017,,,,,,,,
295,Hormel Foods,211,952300,863290,89010,"Food, Beverages & Tobacco",Food Consumer Products,2017,,,,,,,,
296,Hertz Global Holdings,360,948000,997100,-49100,Retailing,"Automotive Retailing, Services",2017,,,,,,,,
297,MGM Resorts International,665,945500,835360,110140,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",2017,,,,,,,,
298,Corning,407,939000,569500,369500,Industrials,"Electronics, Electrical Equipment",2017,,,,,,,,
299,Republic Services,330,938800,877540,61260,Business Services,Waste Management,2017,,,,,,,,
300,Alcoa,140,931800,971800,-40000,Materials,Metals,2017,,,,,,,,
301,Fidelity National Information Services,550,924100,867300,56800,Business Services,Financial Data Services,2017,,,,,,,,
302,Pacific Life,36,916900,834500,82400,Financials,"Insurance: Life, Health (Stock)",2017,,,,,,,,
303,SunTrust Banks,244,916100,728300,187800,Financials,Commercial Banks,2017,,,,,,,,
304,LKQ,425,908200,861800,46400,Wholesalers,Wholesalers: Diversified,2017,,,,,,,,
305,BorgWarner,270,907100,895250,11850,Motor Vehicles & Parts,Motor Vehicles and Parts,2017,,,,,,,,
306,Ball,185,906100,879800,26300,Materials,"Packaging, Containers",2017,,,,,,,,
307,CST Brands,124,906100,873700,32400,Retailing,Specialty Retailers: Other,2017,,,,,,,,
308,Public Service Enterprise Group,131,906100,817400,88700,Energy,Utilities: Gas and Electric,2017,,,,,,,,
309,Eastman Chemical,140,900800,815400,85400,Chemicals,Chemicals,2017,,,,,,,,
310,eBay,126,897900,171300,726600,Technology,Internet Services and Retailing,2017,,,,,,,,
311,Mohawk Industries,378,895900,802860,93040,Household Products,"Home Equipment, Furnishings",2017,,,,,,,,
312,Oneok,24,892100,856900,35200,Energy,Pipelines,2017,,,,,,,,
313,Frontier Communications,283,889600,926900,-37300,Telecommunications,Telecommunications,2017,,,,,,,,
314,Netflix,39,883100,864430,18670,Technology,Internet Services and Retailing,2017,,,,,,,,
315,American Family Insurance Group,105,882900,850340,32560,Financials,Insurance: Property and Casualty (Stock),2017,,,,,,,,
316,Thrivent Financial for Lutherans,33,877700,818920,58780,Financials,"Insurance: Life, Health (Mutual)",2017,,,,,,,,
317,Expedia,201,877400,849220,28180,Technology,Internet Services and Retailing,2017,,,,,,,,
318,Lithia Motors,112,867800,848090,19710,Retailing,"Automotive Retailing, Services",2017,,,,,,,,
319,Avis Budget Group,256,865900,849600,16300,Retailing,"Automotive Retailing, Services",2017,,,,,,,,
320,Reliance Steel & Aluminum,145,861300,830870,30430,Materials,Metals,2017,,,,,,,,
321,GameStop,418,860800,825480,35320,Retailing,Specialty Retailers: Other,2017,,,,,,,,
322,Tenneco,310,859900,823600,36300,Motor Vehicles & Parts,Motor Vehicles and Parts,2017,,,,,,,,
323,O’Reilly Automotive,584,859300,755530,103770,Retailing,Specialty Retailers: Other,2017,,,,,,,,
324,Peter Kiewit Sons’,200,857300,817700,39600,Engineering & Construction,"Engineering, Construction",2017,,,,,,,,
325,United Natural Foods,96,847000,834420,12580,Wholesalers,Wholesalers: Food and Grocery,2017,,,,,,,,
326,salesforce.com,250,839200,821240,17960,Technology,Computer Software,2017,,,,,,,,
327,Boston Scientific,270,838600,803900,34700,Health Care,Medical Products and Equipment,2017,,,,,,,,
328,Newmont Mining,124,837900,900600,-62700,Energy,"Mining, Crude-Oil Production",2017,,,,,,,,
329,Genworth Financial,34,836900,864600,-27700,Financials,"Insurance: Life, Health (Stock)",2017,,,,,,,,
330,Live Nation Entertainment,115,835500,835210,290,Media,Entertainment,2017,,,,,,,,
331,Veritiv,87,832700,830600,2100,Wholesalers,Wholesalers: Diversified,2017,,,,,,,,
332,News Corp.,240,831900,814000,17900,Media,"Publishing, Printing",2017,,,,,,,,
333,Crown Holdings,240,828400,778800,49600,Materials,"Packaging, Containers",2017,,,,,,,,
334,Global Partners,18,824000,843940,-19940,Wholesalers,Wholesalers: Diversified,2017,,,,,,,,
335,PVH,267,820300,765400,54900,Apparel,Apparel,2017,,,,,,,,
336,Level 3 Communications,126,817200,749500,67700,Telecommunications,Telecommunications,2017,,,,,,,,
337,Navistar International,113,811100,820800,-9700,Industrials,Construction and Farm Machinery,2017,,,,,,,,
338,Univar,87,807400,814240,-6840,Wholesalers,Wholesalers: Diversified,2017,,,,,,,,
339,Campbell Soup,165,796100,739800,56300,"Food, Beverages & Tobacco",Food Consumer Products,2017,,,,,,,,
340,Dick’s Sporting Goods,276,792200,763460,28740,Retailing,Specialty Retailers: Other,2017,,,,,,,,
341,Weyerhaeuser,104,790200,687500,102700,Materials,Forest and Paper Products,2017,,,,,,,,
342,Mutual of Omaha Insurance,57,789900,754240,35660,Financials,"Insurance: Life, Health (Stock)",2017,,,,,,,,
343,Chesapeake Energy,33,787200,1227300,-440100,Energy,"Mining, Crude-Oil Production",2017,,,,,,,,
344,Anadarko Petroleum,45,786900,1094000,-307100,Energy,"Mining, Crude-Oil Production",2017,,,,,,,,
345,Interpublic Group,498,784700,723850,60850,Business Services,"Advertising, Marketing",2017,,,,,,,,
346,J.M. Smucker,69,781100,712230,68870,"Food, Beverages & Tobacco",Food Consumer Products,2017,,,,,,,,
347,Steel Dynamics,77,777700,739490,38210,Materials,Metals,2017,,,,,,,,
348,Foot Locker,330,776600,710200,66400,Retailing,Specialty Retailers: Apparel,2017,,,,,,,,
349,Western Refining,71,774300,761810,12490,Energy,Petroleum Refining,2017,,,,,,,,
350,SpartanNash,115,773500,767820,5680,Wholesalers,Wholesalers: Food and Grocery,2017,,,,,,,,
351,Dean Foods,170,771000,759010,11990,"Food, Beverages & Tobacco",Food Consumer Products,2017,,,,,,,,
352,Zimmer Biomet Holdings,185,768400,737810,30590,Health Care,Medical Products and Equipment,2017,,,,,,,,
353,PulteGroup,46,766900,706630,60270,Engineering & Construction,Homebuilders,2017,,,,,,,,
354,W.R. Berkley,76,765400,705210,60190,Financials,Insurance: Property and Casualty (Stock),2017,,,,,,,,
355,Quanta Services,281,765100,745260,19840,Engineering & Construction,"Engineering, Construction",2017,,,,,,,,
356,EOG Resources,27,765100,874770,-109670,Energy,"Mining, Crude-Oil Production",2017,,,,,,,,
357,Charles Schwab,162,764400,575500,188900,Financials,Securities,2017,,,,,,,,
358,Eversource Energy,78,763900,669670,94230,Energy,Utilities: Gas and Electric,2017,,,,,,,,
359,Anixter International,89,762500,750450,12050,Wholesalers,Wholesalers: Electronics and Office Equipment,2017,,,,,,,,
360,EMCOR Group,310,755200,737010,18190,Engineering & Construction,"Engineering, Construction",2017,,,,,,,,
361,Assurant,147,753200,696660,56540,Financials,Insurance: Property and Casualty (Stock),2017,,,,,,,,
362,CenterPoint Energy,77,752800,709600,43200,Energy,Utilities: Gas and Electric,2017,,,,,,,,
363,Harris,210,752700,720300,32400,Technology,Network and Other Communications Equipment,2017,,,,,,,,
364,HD Supply Holdings,140,752400,732800,19600,Wholesalers,Wholesalers: Diversified,2017,,,,,,,,
365,PPL,127,751700,561500,190200,Energy,Utilities: Gas and Electric,2017,,,,,,,,
366,Quest Diagnostics,430,751500,687000,64500,Health Care,Health Care: Pharmacy and Other Services,2017,,,,,,,,
367,Williams,56,749900,792300,-42400,Energy,Energy,2017,,,,,,,,
368,WEC Energy Group,81,747200,653300,93900,Energy,Utilities: Gas and Electric,2017,,,,,,,,
369,Hershey,171,744000,672000,72000,"Food, Beverages & Tobacco",Food Consumer Products,2017,,,,,,,,
370,AGCO,198,741100,725090,16010,Industrials,Construction and Farm Machinery,2017,,,,,,,,
371,Ralph Lauren,205,740500,700900,39600,Apparel,Apparel,2017,,,,,,,,
372,Masco,260,735700,686600,49100,Household Products,"Home Equipment, Furnishings",2017,,,,,,,,
373,WESCO International,90,733600,723440,10160,Wholesalers,Wholesalers: Diversified,2017,,,,,,,,
374,LifePoint Health,470,727400,715210,12190,Health Care,Health Care: Medical Facilities,2017,,,,,,,,
375,National Oilwell Varco,364,725100,966300,-241200,Energy,"Oil and Gas Equipment, Services",2017,,,,,,,,
376,Kindred Healthcare,767,722700,789120,-66420,Health Care,Health Care: Medical Facilities,2017,,,,,,,,
377,Mosaic,87,716300,686520,29780,Chemicals,Chemicals,2017,,,,,,,,
378,Alliance Data Systems,170,713800,662220,51580,Business Services,Financial Data Services,2017,,,,,,,,
379,Computer Sciences,590,710600,685500,25100,Technology,Information Technology Services,2017,,,,,,,,
380,Huntington Ingalls Industries,370,706800,649500,57300,Aerospace & Defense,Aerospace and Defense,2017,,,,,,,,
381,Leidos Holdings,320,704300,679900,24400,Technology,Information Technology Services,2017,,,,,,,,
382,Erie Insurance Group,50,701600,627410,74190,Financials,Insurance: Property and Casualty (Mutual),2017,,,,,,,,
383,Tesla,300,700000,767490,-67490,Motor Vehicles & Parts,Motor Vehicles and Parts,2017,,,,,,,,
384,Ascena Retail Group,410,699500,700690,-1190,Retailing,Specialty Retailers: Apparel,2017,,,,,,,,
385,Darden Restaurants,1509,693400,655900,37500,"Hotels, Restaurants & Leisure",Food Services,2017,,,,,,,,
386,Harman International Industries,260,691200,655030,36170,Industrials,"Electronics, Electrical Equipment",2017,,,,,,,,
387,Nvidia,103,691000,524400,166600,Technology,Semiconductors and Other Electronic Components,2017,,,,,,,,
388,R.R. Donnelley & Sons,444,689600,739190,-49590,Media,"Publishing, Printing",2017,,,,,,,,
389,Fifth Third Bancorp,178,688900,532500,156400,Financials,Commercial Banks,2017,,,,,,,,
390,Quintiles IMS Holdings,500,687800,676300,11500,Health Care,Health Care: Pharmacy and Other Services,2017,,,,,,,,
391,Jones Lang LaSalle,773,680400,648580,31820,Financials,Real Estate,2017,,,,,,,,
392,Dover,290,679400,628510,50890,Industrials,Industrial Machinery,2017,,,,,,,,
393,Spirit AeroSystems Holdings,144,679300,632330,46970,Aerospace & Defense,Aerospace and Defense,2017,,,,,,,,
394,Ryder System,345,678700,652450,26250,Transportation,"Trucking, Truck Leasing",2017,,,,,,,,
395,A-Mark Precious Metals,1,678400,677470,930,Materials,Miscellaneous,2017,,,,,,,,
396,Tractor Supply,195,678000,634290,43710,Retailing,Specialty Retailers: Other,2017,,,,,,,,
397,Sealed Air,230,677800,629160,48640,Materials,"Packaging, Containers",2017,,,,,,,,
398,Auto-Owners Insurance,47,677500,606870,70630,Financials,Insurance: Property and Casualty (Mutual),2017,,,,,,,,
399,Yum China Holdings,4200,675200,625000,50200,"Hotels, Restaurants & Leisure",Food Services,2017,,,,,,,,
400,Calpine,24,671600,662400,9200,Energy,Energy,2017,,,,,,,,
401,Owens-Illinois,270,670200,649300,20900,Materials,"Packaging, Containers",2017,,,,,,,,
402,Targa Resources,20,669100,687830,-18730,Energy,Pipelines,2017,,,,,,,,
403,Jones Financial (Edward Jones),430,663200,588600,74600,Financials,Securities,2017,,,,,,,,
404,JetBlue Airways,160,663200,587300,75900,Transportation,Airlines,2017,,,,,,,,
405,Franklin Resources,91,661800,489130,172670,Financials,Securities,2017,,,,,,,,
406,Activision Blizzard,95,660800,564200,96600,Technology,Computer Software,2017,,,,,,,,
407,J.B. Hunt Transport Services,222,655600,612390,43210,Transportation,"Trucking, Truck Leasing",2017,,,,,,,,
408,Constellation Brands,90,654800,549310,105490,"Food, Beverages & Tobacco",Beverages,2017,,,,,,,,
409,NCR,335,654300,627300,27000,Technology,"Computers, Office Equipment",2017,,,,,,,,
410,Asbury Automotive Group,79,652800,636080,16720,Retailing,"Automotive Retailing, Services",2017,,,,,,,,
411,American Financial Group,76,649800,584900,64900,Financials,Insurance: Property and Casualty (Stock),2017,,,,,,,,
412,Discovery Communications,70,649700,530300,119400,Media,Entertainment,2017,,,,,,,,
413,Berry Global Group,210,648900,625300,23600,Materials,"Packaging, Containers",2017,,,,,,,,
414,Sanmina,402,648100,629320,18780,Technology,Semiconductors and Other Electronic Components,2017,,,,,,,,
415,CalAtlantic Group,31,647700,599230,48470,Engineering & Construction,Homebuilders,2017,,,,,,,,
416,Dr Pepper Snapple Group,200,644000,559300,84700,"Food, Beverages & Tobacco",Beverages,2017,,,,,,,,
417,Dillard’s,308,641800,624880,16920,Retailing,General Merchandisers,2017,,,,,,,,
418,HRG Group,160,640300,660180,-19880,Household Products,Household and Personal Products,2017,,,,,,,,
419,CMS Energy,78,639900,584800,55100,Energy,Utilities: Gas and Electric,2017,,,,,,,,
420,Graybar Electric,85,638500,629190,9310,Wholesalers,Wholesalers: Diversified,2017,,,,,,,,
421,Builders FirstSource,140,636700,622270,14430,Materials,"Building Materials, Glass",2017,,,,,,,,
422,Yum Brands,900,636600,474700,161900,"Hotels, Restaurants & Leisure",Food Services,2017,,,,,,,,
423,Casey’s General Stores,247,630400,607800,22600,Retailing,Specialty Retailers: Other,2017,,,,,,,,
424,Amphenol,620,628600,546310,82290,Technology,Network and Other Communications Equipment,2017,,,,,,,,
425,Oshkosh,138,627900,606260,21640,Industrials,Construction and Farm Machinery,2017,,,,,,,,
426,iHeartMedia,187,627400,657030,-29630,Media,Entertainment,2017,,,,,,,,
427,TreeHouse Foods,160,617500,640360,-22860,"Food, Beverages & Tobacco",Food Consumer Products,2017,,,,,,,,
428,Alleghany,34,613100,567410,45690,Financials,Insurance: Property and Casualty (Stock),2017,,,,,,,,
429,Expeditors International of Washington,160,609800,566720,43080,Transportation,Transportation and Logistics,2017,,,,,,,,
430,Avery Dennison,250,608700,576630,32070,Materials,"Packaging, Containers",2017,,,,,,,,
431,Ameren,86,607600,542300,65300,Energy,Utilities: Gas and Electric,2017,,,,,,,,
432,Hanesbrands,678,606300,552360,53940,Apparel,Apparel,2017,,,,,,,,
433,Motorola Solutions,140,603800,547800,56000,Technology,Network and Other Communications Equipment,2017,,,,,,,,
434,St. Jude Medical,180,600400,527000,73400,Health Care,Medical Products and Equipment,2017,,,,,,,,
435,Harley-Davidson,60,599700,530480,69220,Transportation,Transportation Equipment,2017,,,,,,,,
436,Regions Financial,222,596700,480400,116300,Financials,Commercial Banks,2017,,,,,,,,
437,Intercontinental Exchange,56,595800,453600,142200,Financials,Securities,2017,,,,,,,,
438,Alaska Air Group,191,593100,511700,81400,Transportation,Airlines,2017,,,,,,,,
439,Old Republic International,85,590100,543410,46690,Financials,Insurance: Property and Casualty (Stock),2017,,,,,,,,
440,Lam Research,75,588600,497200,91400,Technology,Semiconductors and Other Electronic Components,2017,,,,,,,,
441,AK Steel Holding,85,588300,589080,-780,Materials,Metals,2017,,,,,,,,
442,Rockwell Automation,220,588000,515030,72970,Industrials,"Electronics, Electrical Equipment",2017,,,,,,,,
443,Adobe Systems,157,585400,468520,116880,Technology,Computer Software,2017,,,,,,,,
444,Avon Products,264,585300,596060,-10760,Household Products,Household and Personal Products,2017,,,,,,,,
445,Terex,181,584100,601710,-17610,Industrials,Construction and Farm Machinery,2017,,,,,,,,
446,NVR,49,583500,540970,42530,Engineering & Construction,Homebuilders,2017,,,,,,,,
447,Dana,249,582600,518600,64000,Motor Vehicles & Parts,Motor Vehicles and Parts,2017,,,,,,,,
448,Realogy Holdings,118,581000,559700,21300,Financials,Real Estate,2017,,,,,,,,
449,American Tower,45,578600,482960,95640,Telecommunications,Telecommunications,2017,,,,,,,,
450,Packaging Corp. of America,140,577900,532940,44960,Materials,"Packaging, Containers",2017,,,,,,,,
451,Citizens Financial Group,176,576300,471800,104500,Financials,Commercial Banks,2017,,,,,,,,
452,United Rentals,125,576200,519600,56600,Business Services,Miscellaneous,2017,,,,,,,,
453,Clorox,80,576100,511300,64800,Household Products,Household and Personal Products,2017,,,,,,,,
454,Genesis Healthcare,820,573300,579700,-6400,Health Care,Health Care: Medical Facilities,2017,,,,,,,,
455,M&T Bank Corp.,165,572200,440690,131510,Financials,Commercial Banks,2017,,,,,,,,
456,Ingredion,110,570400,521910,48490,"Food, Beverages & Tobacco",Food Production,2017,,,,,,,,
457,UGI,131,568600,532130,36470,Energy,Energy,2017,,,,,,,,
458,Owens Corning,160,567700,528400,39300,Materials,"Building Materials, Glass",2017,,,,,,,,
459,S&P Global,200,566100,355500,210600,Business Services,Financial Data Services,2017,,,,,,,,
460,Markel,109,561200,515630,45570,Financials,Insurance: Property and Casualty (Stock),2017,,,,,,,,
461,Wyndham Worldwide,378,559900,498800,61100,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",2017,,,,,,,,
462,Arthur J. Gallagher,248,559500,518060,41440,Financials,Diversified Financials,2017,,,,,,,,
463,Burlington Stores,400,559100,537510,21590,Retailing,Specialty Retailers: Apparel,2017,,,,,,,,
464,First American Financial,195,557600,523300,34300,Financials,Insurance: Property and Casualty (Stock),2017,,,,,,,,
465,Symantec,110,556800,308000,248800,Technology,Computer Software,2017,,,,,,,,
466,Patterson,70,555500,536780,18720,Wholesalers,Wholesalers: Health Care,2017,,,,,,,,
467,Olin,64,555100,555490,-390,Chemicals,Chemicals,2017,,,,,,,,
468,NetApp,120,554600,531700,22900,Technology,Computer Peripherals,2017,,,,,,,,
